store_name,product_name,analysis_month,monthly_inventory,monthly_sales,inventory_sales_diff,inventory_status
"Eco Market","Pulse Toys Item 141",24-11,18,0,18,"inventory issue"
"Eco Market","Nova Home Item 142",24-11,26,5,21,"inventory issue"
"Eco Market","Zenon Beauty Item 143",24-11,0,2,-2,"within demand"
"Eco Market","Crafto Grocery Item 144",24-11,-9,0,-9,"inventory issue"
"Eco Market","PlayOn Electronics Item 145",24-11,0,4,-4,"within demand"
"Eco Market","Freshly Home Item 146",24-11,1,0,1,"within demand"
"Eco Market","Nova Books Item 147",24-11,0,5,-5,"within demand"
"Eco Market","EcoWare Books Item 149",24-11,3,0,3,"within demand"
"Eco Market","Luxe Electronics Item 150",24-11,-3,2,-5,"within demand"
"Eco Market","PlayOn Grocery Item 152",24-11,0,8,-8,"inventory issue"
"Eco Market","Luxe Books Item 153",24-11,44,1,43,"inventory issue"
"Eco Market","Luxe Books Item 155",24-11,0,4,-4,"within demand"
"Eco Market","Nova Beauty Item 157",24-11,1,4,-3,"within demand"
"Eco Market","Luxe Fashion Item 158",24-11,3,0,3,"within demand"
"Eco Market","Freshly Electronics Item 159",24-11,-4,5,-9,"inventory issue"
"Eco Market","PlayOn Books Item 160",24-11,0,3,-3,"within demand"
"Eco Market","Luxe Fashion Item 161",24-11,-3,3,-6,"inventory issue"
"Eco Market","EcoWare Books Item 162",24-11,3,0,3,"within demand"
"Eco Market","Crafto Toys Item 163",24-11,0,2,-2,"within demand"
"Eco Market","Crafto Home Item 164",24-11,-3,2,-5,"within demand"
"Eco Market","Crafto Electronics Item 165",24-11,0,4,-4,"within demand"
"Eco Market","UrbanX Fashion Item 166",24-11,-2,0,-2,"within demand"
"Eco Market","Pulse Books Item 167",24-11,0,2,-2,"within demand"
"Eco Market","EcoWare Sports Item 168",24-11,-2,0,-2,"within demand"
"Eco Market","Acme Electronics Item 169",24-11,-5,0,-5,"within demand"
"Eco Market","Zenon Grocery Item 170",24-11,0,2,-2,"within demand"
"Eco Market","Nova Toys Item 171",24-11,1,12,-11,"inventory issue"
"Eco Market","Luxe Sports Item 172",24-11,0,3,-3,"within demand"
"Eco Market","UrbanX Fashion Item 173",24-11,-4,4,-8,"inventory issue"
"Eco Market","Acme Fashion Item 175",24-11,-5,2,-7,"inventory issue"
"Eco Market","Pulse Fashion Item 176",24-11,-3,3,-6,"inventory issue"
"Eco Market","Nova Electronics Item 178",24-11,0,2,-2,"within demand"
"Eco Market","Crafto Home Item 182",24-11,58,0,58,"inventory issue"
"Eco Market","Nova Sports Item 183",24-11,-3,0,-3,"within demand"
"Eco Market","Pulse Home Item 184",24-11,0,6,-6,"inventory issue"
"Eco Market","EcoWare Home Item 185",24-11,-5,0,-5,"within demand"
"Eco Market","UrbanX Sports Item 186",24-11,-2,0,-2,"within demand"
"Eco Market","Zenon Beauty Item 187",24-11,28,5,23,"inventory issue"
"Eco Market","Pulse Toys Item 188",24-11,-10,6,-16,"inventory issue"
"Eco Market","Pulse Grocery Item 189",24-11,1,0,1,"within demand"
"Eco Market","Pulse Toys Item 190",24-11,-5,0,-5,"within demand"
"Eco Market","Acme Fashion Item 191",24-11,-7,5,-12,"inventory issue"
"Eco Market","PlayOn Home Item 195",24-11,-5,0,-5,"within demand"
"Eco Market","Nova Electronics Item 196",24-11,48,10,38,"inventory issue"
"Eco Market","PlayOn Grocery Item 197",24-11,42,2,40,"inventory issue"
"Eco Market","Nova Fashion Item 198",24-11,0,5,-5,"within demand"
"Eco Market","Crafto Beauty Item 199",24-11,0,5,-5,"within demand"
"Eco Market","Luxe Sports Item 200",24-11,0,8,-8,"inventory issue"
"Eco Market","Zenon Sports Item 201",24-11,47,5,42,"inventory issue"
"Eco Market","Nova Electronics Item 202",24-11,-6,0,-6,"inventory issue"
"Eco Market","Zenon Fashion Item 204",24-11,10,4,6,"inventory issue"
"Eco Market","Freshly Fashion Item 205",24-11,1,0,1,"within demand"
"Eco Market","UrbanX Electronics Item 206",24-11,0,0,0,"within demand"
"Eco Market","UrbanX Books Item 208",24-11,-1,0,-1,"within demand"
"Eco Market","Acme Sports Item 209",24-11,3,0,3,"within demand"
"Eco Market","Nova Books Item 210",24-11,49,0,49,"inventory issue"
"Eco Market","Pulse Home Item 211",24-11,0,1,-1,"within demand"
"Eco Market","UrbanX Books Item 212",24-11,-5,7,-12,"inventory issue"
"Eco Market","Luxe Electronics Item 214",24-11,-1,13,-14,"inventory issue"
"Eco Market","Luxe Home Item 215",24-11,47,0,47,"inventory issue"
"Eco Market","Freshly Home Item 216",24-11,-1,10,-11,"inventory issue"
"Eco Market","Acme Books Item 217",24-11,0,2,-2,"within demand"
"Eco Market","Freshly Beauty Item 218",24-11,30,3,27,"inventory issue"
"Eco Market","Luxe Toys Item 219",24-11,28,0,28,"inventory issue"
"Eco Market","Nova Electronics Item 221",24-11,-1,3,-4,"within demand"
"Eco Market","Zenon Home Item 222",24-11,-5,1,-6,"inventory issue"
"Eco Market","Freshly Beauty Item 223",24-11,29,0,29,"inventory issue"
"Eco Market","Zenon Fashion Item 226",24-11,-3,0,-3,"within demand"
"Eco Market","Freshly Sports Item 229",24-11,-4,0,-4,"within demand"
"Eco Market","Freshly Home Item 230",24-11,35,6,29,"inventory issue"
"Eco Market","Acme Sports Item 231",24-11,25,5,20,"inventory issue"
"Eco Market","Zenon Grocery Item 232",24-11,-5,0,-5,"within demand"
"Eco Market","Luxe Home Item 233",24-11,-3,0,-3,"within demand"
"Eco Market","Crafto Beauty Item 234",24-11,9,0,9,"inventory issue"
"Eco Market","EcoWare Books Item 235",24-11,28,0,28,"inventory issue"
"Eco Market","UrbanX Toys Item 236",24-11,3,0,3,"within demand"
"Eco Market","UrbanX Toys Item 237",24-11,27,3,24,"inventory issue"
"Eco Market","Acme Beauty Item 239",24-11,8,9,-1,"within demand"
"Eco Market","Crafto Beauty Item 241",24-11,-3,0,-3,"within demand"
"Eco Market","Nova Toys Item 242",24-11,13,0,13,"inventory issue"
"Eco Market","Freshly Fashion Item 243",24-11,-3,0,-3,"within demand"
"Eco Market","Zenon Home Item 245",24-11,3,0,3,"within demand"
"Eco Market","Crafto Beauty Item 246",24-11,40,5,35,"inventory issue"
"Eco Market","PlayOn Books Item 247",24-11,-5,0,-5,"within demand"
"Eco Market","Pulse Beauty Item 249",24-11,-3,2,-5,"within demand"
"Eco Market","Pulse Books Item 250",24-11,17,0,17,"inventory issue"
"Eco Market","Freshly Books Item 251",24-11,-6,0,-6,"inventory issue"
"Eco Market","Freshly Sports Item 252",24-11,-1,0,-1,"within demand"
"Eco Market","Freshly Books Item 253",24-11,-2,0,-2,"within demand"
"Eco Market","Crafto Beauty Item 254",24-11,-10,0,-10,"inventory issue"
"Eco Market","Zenon Fashion Item 255",24-11,0,4,-4,"within demand"
"Eco Market","Freshly Fashion Item 256",24-11,-2,0,-2,"within demand"
"Eco Market","Nova Books Item 257",24-11,14,0,14,"inventory issue"
"Eco Market","Zenon Toys Item 258",24-11,2,5,-3,"within demand"
"Eco Market","Crafto Sports Item 260",24-11,0,3,-3,"within demand"
"Eco Market","Freshly Toys Item 261",24-11,21,0,21,"inventory issue"
"Eco Market","Acme Electronics Item 262",24-11,33,3,30,"inventory issue"
"Eco Market","Nova Beauty Item 263",24-11,58,0,58,"inventory issue"
"Eco Market","PlayOn Grocery Item 266",24-11,0,4,-4,"within demand"
"Eco Market","EcoWare Grocery Item 267",24-11,37,0,37,"inventory issue"
"Eco Market","Freshly Home Item 268",24-11,0,1,-1,"within demand"
"Eco Market","PlayOn Grocery Item 269",24-11,6,0,6,"inventory issue"
"Eco Market","Pulse Beauty Item 270",24-11,-2,0,-2,"within demand"
"Eco Market","Acme Grocery Item 271",24-11,-5,0,-5,"within demand"
"Eco Market","Zenon Beauty Item 272",24-11,0,3,-3,"within demand"
"Eco Market","Nova Sports Item 274",24-11,33,0,33,"inventory issue"
"Eco Market","PlayOn Beauty Item 275",24-11,1,0,1,"within demand"
"Eco Market","Acme Electronics Item 276",24-11,-2,0,-2,"within demand"
"Eco Market","Zenon Grocery Item 277",24-11,-1,9,-10,"inventory issue"
"Eco Market","Zenon Electronics Item 278",24-11,-5,0,-5,"within demand"
"Eco Market","EcoWare Toys Item 279",24-11,3,1,2,"within demand"
"Eco Market","Crafto Electronics Item 280",24-11,0,2,-2,"within demand"
"Eco Market","Acme Grocery Item 281",24-11,-4,0,-4,"within demand"
"Eco Market","Acme Sports Item 284",24-11,33,3,30,"inventory issue"
"Eco Market","UrbanX Home Item 287",24-11,1,0,1,"within demand"
"Eco Market","Pulse Grocery Item 289",24-11,45,5,40,"inventory issue"
"Eco Market","Pulse Grocery Item 290",24-11,48,0,48,"inventory issue"
"Eco Market","Freshly Sports Item 291",24-11,65,2,63,"inventory issue"
"Eco Market","Acme Sports Item 292",24-11,-4,1,-5,"within demand"
"Eco Market","Acme Fashion Item 293",24-11,10,0,10,"inventory issue"
"Eco Market","Nova Electronics Item 294",24-11,29,0,29,"inventory issue"
"Eco Market","Crafto Fashion Item 295",24-11,3,0,3,"within demand"
"Eco Market","Crafto Beauty Item 296",24-11,0,4,-4,"within demand"
"Eco Market","Crafto Fashion Item 299",24-11,0,3,-3,"within demand"
"Eco Market","Freshly Books Item 2",24-12,0,3,-3,"within demand"
"Eco Market","UrbanX Sports Item 3",24-12,0,3,-3,"within demand"
"Eco Market","PlayOn Beauty Item 4",24-12,-1,0,-1,"within demand"
"Eco Market","Freshly Beauty Item 5",24-12,17,2,15,"inventory issue"
"Eco Market","PlayOn Beauty Item 6",24-12,0,2,-2,"within demand"
"Eco Market","PlayOn Toys Item 7",24-12,-3,7,-10,"inventory issue"
"Eco Market","Luxe Home Item 8",24-12,17,5,12,"inventory issue"
"Eco Market","EcoWare Grocery Item 9",24-12,-4,0,-4,"within demand"
"Eco Market","Freshly Electronics Item 10",24-12,33,0,33,"inventory issue"
"Eco Market","Luxe Beauty Item 11",24-12,0,5,-5,"within demand"
"Eco Market","UrbanX Fashion Item 12",24-12,0,0,0,"within demand"
"Eco Market","Freshly Electronics Item 13",24-12,1,4,-3,"within demand"
"Eco Market","Luxe Toys Item 14",24-12,-5,4,-9,"inventory issue"
"Eco Market","EcoWare Toys Item 15",24-12,35,10,25,"inventory issue"
"Eco Market","EcoWare Fashion Item 16",24-12,-1,0,-1,"within demand"
"Eco Market","PlayOn Home Item 17",24-12,-5,3,-8,"inventory issue"
"Eco Market","Nova Books Item 18",24-12,13,0,13,"inventory issue"
"Eco Market","Crafto Beauty Item 19",24-12,26,6,20,"inventory issue"
"Eco Market","PlayOn Grocery Item 20",24-12,41,2,39,"inventory issue"
"Eco Market","Luxe Books Item 21",24-12,0,5,-5,"within demand"
"Eco Market","Crafto Grocery Item 22",24-12,-4,0,-4,"within demand"
"Eco Market","PlayOn Beauty Item 23",24-12,30,0,30,"inventory issue"
"Eco Market","Nova Electronics Item 25",24-12,13,0,13,"inventory issue"
"Eco Market","UrbanX Grocery Item 26",24-12,0,9,-9,"inventory issue"
"Eco Market","Crafto Fashion Item 27",24-12,-4,0,-4,"within demand"
"Eco Market","PlayOn Fashion Item 28",24-12,18,0,18,"inventory issue"
"Eco Market","Acme Books Item 29",24-12,41,3,38,"inventory issue"
"Eco Market","Zenon Fashion Item 30",24-12,0,5,-5,"within demand"
"Eco Market","Acme Grocery Item 32",24-12,-10,0,-10,"inventory issue"
"Eco Market","Nova Electronics Item 33",24-12,58,2,56,"inventory issue"
"Eco Market","EcoWare Fashion Item 34",24-12,0,1,-1,"within demand"
"Eco Market","Pulse Grocery Item 36",24-12,0,4,-4,"within demand"
"Eco Market","Acme Grocery Item 38",24-12,2,0,2,"within demand"
"Eco Market","UrbanX Toys Item 41",24-12,0,5,-5,"within demand"
"Eco Market","UrbanX Home Item 43",24-12,3,6,-3,"within demand"
"Eco Market","EcoWare Fashion Item 44",24-12,-5,0,-5,"within demand"
"Eco Market","Nova Sports Item 45",24-12,0,3,-3,"within demand"
"Eco Market","Pulse Beauty Item 46",24-12,32,0,32,"inventory issue"
"Eco Market","Luxe Sports Item 48",24-12,25,0,25,"inventory issue"
"Eco Market","Pulse Toys Item 50",24-12,-6,5,-11,"inventory issue"
"Eco Market","UrbanX Books Item 53",24-12,48,1,47,"inventory issue"
"Eco Market","EcoWare Electronics Item 54",24-12,-3,7,-10,"inventory issue"
"Eco Market","Luxe Beauty Item 55",24-12,32,2,30,"inventory issue"
"Eco Market","Zenon Beauty Item 56",24-12,-4,0,-4,"within demand"
"Eco Market","PlayOn Electronics Item 57",24-12,41,2,39,"inventory issue"
"Eco Market","EcoWare Electronics Item 58",24-12,-10,0,-10,"inventory issue"
"Eco Market","Pulse Home Item 59",24-12,-2,0,-2,"within demand"
"Eco Market","Nova Beauty Item 60",24-12,42,3,39,"inventory issue"
"Eco Market","EcoWare Books Item 61",24-12,33,0,33,"inventory issue"
"Eco Market","Crafto Grocery Item 63",24-12,-3,7,-10,"inventory issue"
"Eco Market","Nova Electronics Item 64",24-12,-3,0,-3,"within demand"
"Eco Market","Nova Electronics Item 66",24-12,-4,0,-4,"within demand"
"Eco Market","EcoWare Books Item 68",24-12,0,2,-2,"within demand"
"Eco Market","Acme Books Item 69",24-12,-2,1,-3,"within demand"
"Eco Market","Zenon Sports Item 70",24-12,-2,0,-2,"within demand"
"Eco Market","Acme Grocery Item 71",24-12,-3,5,-8,"inventory issue"
"Eco Market","Acme Electronics Item 72",24-12,-1,3,-4,"within demand"
"Eco Market","Crafto Sports Item 73",24-12,15,0,15,"inventory issue"
"Eco Market","Acme Home Item 74",24-12,0,2,-2,"within demand"
"Eco Market","UrbanX Sports Item 75",24-12,-3,4,-7,"inventory issue"
"Eco Market","Nova Books Item 76",24-12,-1,5,-6,"inventory issue"
"Eco Market","Pulse Home Item 77",24-12,-3,0,-3,"within demand"
"Eco Market","PlayOn Fashion Item 78",24-12,3,2,1,"within demand"
"Eco Market","Freshly Grocery Item 79",24-12,2,0,2,"within demand"
"Eco Market","Acme Electronics Item 81",24-12,27,5,22,"inventory issue"
"Eco Market","Nova Electronics Item 82",24-12,-2,1,-3,"within demand"
"Eco Market","Pulse Electronics Item 83",24-12,1,0,1,"within demand"
"Eco Market","Pulse Fashion Item 84",24-12,-4,0,-4,"within demand"
"Eco Market","Luxe Fashion Item 86",24-12,12,0,12,"inventory issue"
"Eco Market","UrbanX Fashion Item 88",24-12,-8,0,-8,"inventory issue"
"Eco Market","Freshly Fashion Item 89",24-12,-1,2,-3,"within demand"
"Eco Market","Pulse Fashion Item 90",24-12,0,2,-2,"within demand"
"Eco Market","Acme Home Item 91",24-12,-3,0,-3,"within demand"
"Eco Market","Acme Beauty Item 92",24-12,-3,0,-3,"within demand"
"Eco Market","PlayOn Beauty Item 93",24-12,0,4,-4,"within demand"
"Eco Market","Nova Home Item 94",24-12,0,2,-2,"within demand"
"Eco Market","Crafto Electronics Item 95",24-12,-6,0,-6,"inventory issue"
"Eco Market","Luxe Toys Item 96",24-12,0,8,-8,"inventory issue"
"Eco Market","Luxe Toys Item 97",24-12,-5,4,-9,"inventory issue"
"Eco Market","Crafto Beauty Item 98",24-12,35,3,32,"inventory issue"
"Eco Market","UrbanX Sports Item 99",24-12,0,5,-5,"within demand"
"Eco Market","EcoWare Fashion Item 100",24-12,1,2,-1,"within demand"
"Eco Market","EcoWare Toys Item 101",24-12,-6,5,-11,"inventory issue"
"Eco Market","Nova Toys Item 102",24-12,-1,4,-5,"within demand"
"Eco Market","Zenon Electronics Item 103",24-12,41,0,41,"inventory issue"
"Eco Market","Nova Fashion Item 104",24-12,19,0,19,"inventory issue"
"Eco Market","Acme Toys Item 105",24-12,-5,0,-5,"within demand"
"Eco Market","PlayOn Home Item 106",24-12,0,5,-5,"within demand"
"Eco Market","Freshly Home Item 107",24-12,0,10,-10,"inventory issue"
"Eco Market","Zenon Toys Item 108",24-12,3,0,3,"within demand"
"Eco Market","Acme Electronics Item 109",24-12,0,2,-2,"within demand"
"Eco Market","PlayOn Home Item 111",24-12,21,2,19,"inventory issue"
"Eco Market","Zenon Toys Item 112",24-12,-3,4,-7,"inventory issue"
"Eco Market","Acme Books Item 113",24-12,1,2,-1,"within demand"
"Eco Market","PlayOn Books Item 115",24-12,84,0,84,"inventory issue"
"Eco Market","Zenon Fashion Item 116",24-12,-2,0,-2,"within demand"
"Eco Market","Nova Home Item 118",24-12,-1,0,-1,"within demand"
"Eco Market","Acme Sports Item 119",24-12,2,0,2,"within demand"
"Eco Market","Acme Fashion Item 120",24-12,0,5,-5,"within demand"
"Eco Market","Pulse Fashion Item 121",24-12,25,0,25,"inventory issue"
"Eco Market","Zenon Grocery Item 122",24-12,-5,0,-5,"within demand"
"Eco Market","Acme Sports Item 123",24-12,-4,3,-7,"inventory issue"
"Eco Market","Luxe Beauty Item 124",24-12,0,4,-4,"within demand"
"Eco Market","Acme Electronics Item 125",24-12,-3,3,-6,"inventory issue"
"Eco Market","EcoWare Toys Item 126",24-12,-4,0,-4,"within demand"
"Eco Market","Zenon Sports Item 127",24-12,23,4,19,"inventory issue"
"Eco Market","EcoWare Home Item 129",24-12,-11,4,-15,"inventory issue"
"Eco Market","Freshly Fashion Item 130",24-12,0,5,-5,"within demand"
"Eco Market","Crafto Electronics Item 131",24-12,45,3,42,"inventory issue"
"Eco Market","Nova Books Item 132",24-12,0,5,-5,"within demand"
"Eco Market","Pulse Home Item 133",24-12,-1,2,-3,"within demand"
"Eco Market","Luxe Electronics Item 134",24-12,8,0,8,"inventory issue"
"Eco Market","Pulse Beauty Item 136",24-12,1,0,1,"within demand"
"Eco Market","Luxe Beauty Item 137",24-12,-5,0,-5,"within demand"
"Eco Market","Crafto Books Item 138",24-12,-2,2,-4,"within demand"
"Eco Market","Crafto Sports Item 139",24-12,3,0,3,"within demand"
"Eco Market","Pulse Toys Item 141",24-12,-3,0,-3,"within demand"
"Eco Market","Nova Home Item 142",24-12,-4,0,-4,"within demand"
"Eco Market","Zenon Beauty Item 143",24-12,1,0,1,"within demand"
"Eco Market","Freshly Home Item 146",24-12,0,7,-7,"inventory issue"
"Eco Market","Nova Books Item 147",24-12,0,9,-9,"inventory issue"
"Eco Market","Pulse Sports Item 148",24-12,8,0,8,"inventory issue"
"Eco Market","EcoWare Books Item 149",24-12,0,2,-2,"within demand"
"Eco Market","Luxe Electronics Item 150",24-12,13,0,13,"inventory issue"
"Eco Market","Acme Sports Item 151",24-12,-5,3,-8,"inventory issue"
"Eco Market","Luxe Books Item 153",24-12,0,1,-1,"within demand"
"Eco Market","EcoWare Books Item 154",24-12,15,5,10,"inventory issue"
"Eco Market","Luxe Books Item 155",24-12,-5,3,-8,"inventory issue"
"Eco Market","Freshly Grocery Item 156",24-12,0,0,0,"within demand"
"Eco Market","Nova Beauty Item 157",24-12,1,2,-1,"within demand"
"Eco Market","Luxe Fashion Item 158",24-12,-1,3,-4,"within demand"
"Eco Market","PlayOn Books Item 160",24-12,-1,0,-1,"within demand"
"Eco Market","EcoWare Books Item 162",24-12,0,4,-4,"within demand"
"Eco Market","Crafto Home Item 164",24-12,-2,0,-2,"within demand"
"Eco Market","Crafto Electronics Item 165",24-12,1,13,-12,"inventory issue"
"Eco Market","UrbanX Fashion Item 166",24-12,20,5,15,"inventory issue"
"Eco Market","Pulse Books Item 167",24-12,-3,4,-7,"inventory issue"
"Eco Market","EcoWare Sports Item 168",24-12,-1,2,-3,"within demand"
"Eco Market","Acme Electronics Item 169",24-12,-4,0,-4,"within demand"
"Eco Market","Nova Toys Item 171",24-12,-5,2,-7,"inventory issue"
"Eco Market","Luxe Sports Item 172",24-12,2,0,2,"within demand"
"Eco Market","UrbanX Fashion Item 173",24-12,0,4,-4,"within demand"
"Eco Market","EcoWare Books Item 174",24-12,0,5,-5,"within demand"
"Eco Market","Acme Fashion Item 175",24-12,-7,0,-7,"inventory issue"
"Eco Market","Pulse Fashion Item 176",24-12,43,0,43,"inventory issue"
"Eco Market","Nova Electronics Item 178",24-12,41,1,40,"inventory issue"
"Eco Market","Zenon Grocery Item 179",24-12,14,4,10,"inventory issue"
"Eco Market","Zenon Electronics Item 181",24-12,3,0,3,"within demand"
"Eco Market","Crafto Home Item 182",24-12,22,8,14,"inventory issue"
"Eco Market","Nova Sports Item 183",24-12,-4,0,-4,"within demand"
"Eco Market","Pulse Home Item 184",24-12,-7,0,-7,"inventory issue"
"Eco Market","EcoWare Home Item 185",24-12,-4,2,-6,"inventory issue"
"Eco Market","UrbanX Sports Item 186",24-12,-1,0,-1,"within demand"
"Eco Market","Zenon Beauty Item 187",24-12,-2,3,-5,"within demand"
"Eco Market","Pulse Toys Item 188",24-12,-5,0,-5,"within demand"
"Eco Market","Pulse Grocery Item 189",24-12,0,4,-4,"within demand"
"Eco Market","Pulse Toys Item 190",24-12,-3,4,-7,"inventory issue"
"Eco Market","Acme Fashion Item 191",24-12,19,0,19,"inventory issue"
"Eco Market","Luxe Sports Item 192",24-12,40,2,38,"inventory issue"
"Eco Market","Acme Grocery Item 193",24-12,27,0,27,"inventory issue"
"Eco Market","PlayOn Home Item 195",24-12,0,2,-2,"within demand"
"Eco Market","Nova Electronics Item 196",24-12,10,1,9,"inventory issue"
"Eco Market","PlayOn Grocery Item 197",24-12,-5,1,-6,"inventory issue"
"Eco Market","Nova Fashion Item 198",24-12,-1,0,-1,"within demand"
"Eco Market","Luxe Sports Item 200",24-12,1,9,-8,"inventory issue"
"Eco Market","Zenon Sports Item 201",24-12,-5,0,-5,"within demand"
"Eco Market","Nova Electronics Item 202",24-12,-1,8,-9,"inventory issue"
"Eco Market","PlayOn Grocery Item 203",24-12,-3,0,-3,"within demand"
"Eco Market","Zenon Fashion Item 204",24-12,0,5,-5,"within demand"
"Eco Market","UrbanX Electronics Item 206",24-12,11,0,11,"inventory issue"
"Eco Market","UrbanX Books Item 208",24-12,2,3,-1,"within demand"
"Eco Market","Acme Sports Item 209",24-12,0,7,-7,"inventory issue"
"Eco Market","Nova Books Item 210",24-12,-1,3,-4,"within demand"
"Eco Market","Pulse Home Item 211",24-12,0,3,-3,"within demand"
"Eco Market","UrbanX Books Item 212",24-12,18,4,14,"inventory issue"
"Eco Market","UrbanX Grocery Item 213",24-12,-4,1,-5,"within demand"
"Eco Market","Luxe Electronics Item 214",24-12,18,0,18,"inventory issue"
"Eco Market","Freshly Home Item 216",24-12,0,1,-1,"within demand"
"Eco Market","Freshly Beauty Item 218",24-12,-2,0,-2,"within demand"
"Eco Market","Acme Fashion Item 220",24-12,-3,3,-6,"inventory issue"
"Eco Market","Nova Electronics Item 221",24-12,15,1,14,"inventory issue"
"Eco Market","Freshly Beauty Item 223",24-12,-1,0,-1,"within demand"
"Eco Market","Acme Beauty Item 224",24-12,-3,4,-7,"inventory issue"
"Eco Market","UrbanX Fashion Item 225",24-12,0,5,-5,"within demand"
"Eco Market","Zenon Fashion Item 226",24-12,-1,0,-1,"within demand"
"Eco Market","Luxe Toys Item 227",24-12,32,4,28,"inventory issue"
"Eco Market","Freshly Sports Item 229",24-12,48,0,48,"inventory issue"
"Eco Market","Freshly Home Item 230",24-12,0,1,-1,"within demand"
"Eco Market","Acme Sports Item 231",24-12,-1,0,-1,"within demand"
"Eco Market","Luxe Home Item 233",24-12,-3,0,-3,"within demand"
"Eco Market","Crafto Beauty Item 234",24-12,1,4,-3,"within demand"
"Eco Market","EcoWare Books Item 235",24-12,46,2,44,"inventory issue"
"Eco Market","UrbanX Toys Item 236",24-12,-3,0,-3,"within demand"
"Eco Market","UrbanX Toys Item 237",24-12,61,5,56,"inventory issue"
"Eco Market","Nova Books Item 238",24-12,-4,1,-5,"within demand"
"Eco Market","Acme Beauty Item 239",24-12,-3,0,-3,"within demand"
"Eco Market","Crafto Beauty Item 241",24-12,-7,3,-10,"inventory issue"
"Eco Market","Freshly Fashion Item 243",24-12,0,1,-1,"within demand"
"Eco Market","Freshly Grocery Item 244",24-12,-1,0,-1,"within demand"
"Eco Market","Crafto Beauty Item 246",24-12,50,3,47,"inventory issue"
"Eco Market","PlayOn Books Item 247",24-12,0,5,-5,"within demand"
"Eco Market","Freshly Grocery Item 248",24-12,-5,0,-5,"within demand"
"Eco Market","Pulse Beauty Item 249",24-12,0,10,-10,"inventory issue"
"Eco Market","Pulse Books Item 250",24-12,50,0,50,"inventory issue"
"Eco Market","Freshly Books Item 251",24-12,40,0,40,"inventory issue"
"Eco Market","Freshly Sports Item 252",24-12,-4,0,-4,"within demand"
"Eco Market","Freshly Books Item 253",24-12,-1,0,-1,"within demand"
"Eco Market","Crafto Beauty Item 254",24-12,0,6,-6,"inventory issue"
"Eco Market","Zenon Fashion Item 255",24-12,11,3,8,"inventory issue"
"Eco Market","Freshly Fashion Item 256",24-12,-2,0,-2,"within demand"
"Eco Market","Nova Books Item 257",24-12,2,0,2,"within demand"
"Eco Market","Zenon Toys Item 258",24-12,30,5,25,"inventory issue"
"Eco Market","EcoWare Electronics Item 259",24-12,-3,5,-8,"inventory issue"
"Eco Market","Crafto Sports Item 260",24-12,-1,0,-1,"within demand"
"Eco Market","Freshly Toys Item 261",24-12,0,6,-6,"inventory issue"
"Eco Market","Acme Electronics Item 262",24-12,-5,9,-14,"inventory issue"
"Eco Market","Pulse Home Item 265",24-12,-10,0,-10,"inventory issue"
"Eco Market","PlayOn Grocery Item 266",24-12,-5,0,-5,"within demand"
"Eco Market","EcoWare Grocery Item 267",24-12,3,1,2,"within demand"
"Eco Market","Freshly Home Item 268",24-12,26,0,26,"inventory issue"
"Eco Market","PlayOn Grocery Item 269",24-12,0,5,-5,"within demand"
"Eco Market","Acme Grocery Item 271",24-12,0,4,-4,"within demand"
"Eco Market","Zenon Beauty Item 272",24-12,1,3,-2,"within demand"
"Eco Market","Nova Sports Item 274",24-12,-1,2,-3,"within demand"
"Eco Market","Acme Electronics Item 276",24-12,0,2,-2,"within demand"
"Eco Market","Zenon Grocery Item 277",24-12,20,3,17,"inventory issue"
"Eco Market","EcoWare Toys Item 279",24-12,-1,0,-1,"within demand"
"Eco Market","Crafto Electronics Item 280",24-12,-3,0,-3,"within demand"
"Eco Market","Acme Grocery Item 281",24-12,-4,0,-4,"within demand"
"Eco Market","UrbanX Books Item 282",24-12,0,5,-5,"within demand"
"Eco Market","Pulse Fashion Item 283",24-12,29,8,21,"inventory issue"
"Eco Market","Acme Sports Item 284",24-12,3,0,3,"within demand"
"Eco Market","Pulse Home Item 285",24-12,-1,0,-1,"within demand"
"Eco Market","Crafto Sports Item 286",24-12,-4,0,-4,"within demand"
"Eco Market","Freshly Sports Item 291",24-12,12,4,8,"inventory issue"
"Eco Market","Acme Sports Item 292",24-12,50,0,50,"inventory issue"
"Eco Market","Nova Electronics Item 294",24-12,36,0,36,"inventory issue"
"Eco Market","Crafto Fashion Item 295",24-12,45,1,44,"inventory issue"
"Eco Market","EcoWare Home Item 297",24-12,62,0,62,"inventory issue"
"Eco Market","UrbanX Books Item 298",24-12,0,1,-1,"within demand"
"Eco Market","PlayOn Toys Item 1",25-01,17,8,9,"inventory issue"
"Eco Market","Freshly Books Item 2",25-01,-4,0,-4,"within demand"
"Eco Market","UrbanX Sports Item 3",25-01,-4,3,-7,"inventory issue"
"Eco Market","PlayOn Beauty Item 4",25-01,-4,0,-4,"within demand"
"Eco Market","PlayOn Beauty Item 6",25-01,10,0,10,"inventory issue"
"Eco Market","PlayOn Toys Item 7",25-01,-3,0,-3,"within demand"
"Eco Market","Luxe Home Item 8",25-01,-4,0,-4,"within demand"
"Eco Market","Freshly Electronics Item 10",25-01,37,5,32,"inventory issue"
"Eco Market","Luxe Beauty Item 11",25-01,47,0,47,"inventory issue"
"Eco Market","UrbanX Fashion Item 12",25-01,-3,4,-7,"inventory issue"
